Company name,Company ISIN,Headquarters,Region,Industry,Total score (max. 20),Human Rights (max. 10),Decent Work (max. 6),Ethical Conduct (max. 4),Transformation / Benchmark,Research period,Engagement Status ,UNGC Membership,Business Roundtable Membership,Food and Agriculture,Decarbonisation and Energy,Digital Inclusion,Nature and Biodiverisity,Urban,Finance,Gender,CHRB,Access to Seeds,Seafood Stewardship Index
N/A,,United States of America,North America,Asset Managers,5,2,1.5,1.5,Finance,,,Yes,,,,,,,Yes,,,,
N/A,,United States of America,North America,Apparel & Footwear,4,2,1,1,Gender,,,,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,3,2,0.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Heavy Transportation,7.5,3,2,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,Yes,,Yes,,,,,,,,
N/A,,United States of America,North America,Asset Managers,3.5,2,0.5,1,Finance,,,,Yes,,,,,,Yes,,,,
N/A,N/A,United States of America,North America,Personal & Household Products,8,3.5,3,1.5,Nature,,,Yes,Yes,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Personal & Household Products,5.5,2.5,1.5,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,,South Africa,Sub-Saharan Africa,Apparel & Footwear,4.5,2.5,1,1,Gender,,,,,,,,Yes,,,Yes,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Retail,3,1.5,0.5,1,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Insurance,6,3.5,1,1.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,4.5,1,1.5,2,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Passenger Transport,5,3,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,Yes,,Yes,,,,,,,,
N/A,,United States of America,North America,Logistics,6,3,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Metals & Mining,5.5,3.5,0.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
N/A,N/A,United States of America,North America,Apparel & Footwear,3,0.5,1,1.5,Nature,,,,,,,,Yes,,,,,,
N/A,,United States of America,North America,Banks,6,3,1.5,1.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,5,4,0.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Logistics,2.5,0,2,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
N/A,,United States of America,North America,Insurance,4.5,3,1,0.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0.5,0,0.5,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0,0,0,0,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,0.5,0,0,0.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,IT Software & Services,5,3,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
N/A,,United States of America,North America,Asset Managers,4,2,1.5,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,1.5,0,0.5,1,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Pension Funds,0.5,0,0,0.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Asset Managers,1.5,0,0,1.5,Finance,,,,,,,,,,Yes,,,,
N/A,,United States of America,North America,Banks,5.5,3,1,1.5,Finance,,,,Yes,,,,,,Yes,,,,
N/A,,United States of America,North America,Real Estate,6,3,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,Yes,,,,,
N/A,N/A,United States of America,North America,Chemicals,4,2,1,1,Nature,,,,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Containers & Packaging,7.5,3,1.5,3,Nature,,,,,,,,Yes,,,,,,
N/A,N/A,United States of America,North America,Electronics,7.5,4,2,1.5,Nature,,,Yes,,,,,Yes,,,,,,
N/A,,United States of America,North America,Telecommunications,6,3,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
N/A,,United States of America,North America,Logistics,5.5,3,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Naftogaz,,Ukraine,Europe & Central Asia,Oil and Gas,5.5,2.5,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
Naspers,ZAE000015889,South Africa,Sub-Saharan Africa,Media & Entertainment,7,4,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
National Agricultural Cooperative Federation (NongHyup Agribusiness Group),,Republic of Korea,East Asia & Pacific,Agricultural Products,1,0,0,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
National Iranian Oil Company (NIOC),,Iran,Middle East & North Africa,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
National Oil Corporation of Libya,CA92143B1004,Libya,Middle East & North Africa,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Naturgy Energy,ES0116870314,Spain,Europe & Central Asia,Oil and Gas,9.5,4.5,3,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,,,,,,
Naver,KR7035420009,Republic of Korea,East Asia & Pacific,Internet Media & Services,6,4,0.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
NEC,JP3733000008,Japan,East Asia & Pacific,Software & IT Services,11.5,8,1.5,2,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,Yes,,,,,,
Neste,FI0009013296,Finland,Europe & Central Asia,Oil and Gas,14.5,10,2,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
Nestle,CH0038863350,Switzerland,Europe & Central Asia,Food & Beverage,16,10,3.5,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
NetEase,KYG6427A1022,China,East Asia & Pacific,Software & IT Services,2,1,0.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Netflix,US64110L1061,United States of America,North America,Internet Media & Services,2,1,0.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,Yes,,,Yes,,,,,,,
New Hope Liuhe Company,CNE000000VB0,China,East Asia & Pacific,Agricultural Products,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Nextera Energy,US65339F1012,United States of America,North America,Electric Utilities,4,2,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,Yes,,Yes,,Yes,Yes,,,,,
NGL Energy Partners,US62913M1071,United States of America,North America,Oil and Gas,4,2,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
NH Foods,JP3743000006,Japan,East Asia & Pacific,Food & Beverage,5,2,1.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Nichirei,JP3665200006,Japan,East Asia & Pacific,Food & Beverage,5.5,3,1,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Nigerian National Petroleum Corporation (NNPC),,Nigeria,Sub-Saharan Africa,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Nintendo,JP3756600007,Japan,East Asia & Pacific,Hardware,2.5,2,0.5,0,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,Yes,,,,Yes,,
Nippon Suisan Kaisha (Nissui),JP3718800000,Japan,East Asia & Pacific,Food & Beverage,1.5,0,1,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,Yes
Nissan Motor Company,JP3672400003,Japan,East Asia & Pacific,Automotive,8,5.5,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes - CHRB,Yes,,,Yes,,,,,,Yes,,
Nisshin Seifun,JP3676800000,Japan,East Asia & Pacific,Food & Beverage,5.5,3,1.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
NK KazMunayGaz,KZ1C00001122,Kazakhstan,Europe & Central Asia,Oil and Gas,7,3.5,2,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Nokia,FI0009000681,Finland,Europe & Central Asia,Hardware,9,4.5,2,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,Yes,,
Nordzucker,,Germany,Europe & Central Asia,Agricultural Products,8.5,6.5,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
NorgesGruppen,,Norway,Europe & Central Asia,Retail,5.5,3,1.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Novatek,RU000A0DKVS5,Russian Federation,Europe & Central Asia,Oil and Gas,5.5,3,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,,,,,,
Novozymes,DK0060336014,Denmark,Europe & Central Asia,Food & Beverage,8.5,4,1.5,3,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
NTPC,INE733E01010,India,South Asia,Electric Utilities,6,4,1.5,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,Yes,,,,,
NTT,JP3735400008,Japan,East Asia & Pacific,Telecommunication Services,10.5,6.5,2.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Nueva Pescanova,,Spain,Europe & Central Asia,Food & Beverage,6,2,1.5,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,Yes
Nufarm,AU000000NUF3,Australia,East Asia & Pacific,Agricultural Products,6.5,3,2,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Nutreco,NL0010395208,Netherlands,Europe & Central Asia,Agricultural Products,6,3,1,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,Yes
Nutrien,CA67077M1086,Canada,North America,Chemicals,8,4,2,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Nvidia,US67066G1040,United States of America,North America,Semiconductors,6,3,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,Yes,,,,Yes,,
Occidental Petroleum,US6745991058,United States of America,North America,Oil and Gas,5.5,3.5,0.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes - CHRB,,,,Yes,,Yes,,,,Yes,,
Ocean Spray Cranberries,US6750222068,United States of America,North America,Food & Beverage,1.5,1,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
OCP,,Morocco,Middle East & North Africa,Chemicals,12.5,7.5,2,3,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Oetker,,Germany,Europe & Central Asia,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Oil and Natural Gas Corporation (ONGC),INE213A01029,India,South Asia,Oil and Gas,4,2.5,1,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,,,,Yes,,
Ola,,India,South Asia,Internet Media & Services,0,0,0,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,Yes,,,,,
Olam International,SG1Q75923504,Singapore,East Asia & Pacific,Agricultural Products,11.5,7.5,2.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Omantel,OM0000003026,Oman,Middle East & North Africa,Telecommunication Services,1,0,1,0,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
OMV,AT0000743059,Austria,Europe & Central Asia,Oil and Gas,14,8.5,3,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,Yes,,,,Yes,,
Ooredoo,QA0007227737,Qatar,Middle East & North Africa,Telecommunication Services,4,2,1.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Oracle,US68389X1054,United States of America,North America,Software & IT Services,7,4,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,Yes,,,Yes,,Yes,,,,,
Orange,FR0000133308,France,Europe & Central Asia,Telecommunication Services,11,6.5,2,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Organizacion Soriana,MXP8728U1671,Mexico,Latin America & Caribbean,Retail,1,0,0,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Origin Energy,AU000000ORG5,Australia,East Asia & Pacific,Electric Utilities,8.5,4,2.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,Yes,Yes,,,,,
Origin Energy,AU000000ORG5,Australia,East Asia & Pacific,Electric Utilities,8.5,4,2.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,Yes,Yes,,,,,
Orkla,NO0003733800,Norway,Europe & Central Asia,Food & Beverage,8,4.5,2,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Ørsted,DK0060094928,Denmark,Europe & Central Asia,Electric Utilities,8,4.5,1.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,Yes,,,,,
OSI Group,,United States of America,North America,Food & Beverage,3,1,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
OTE,GRS260333000,Greece,Europe & Central Asia,Telecommunication Services,6.5,3.5,2,1,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
OUG Holdings,JP3180000006,Japan,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,Yes
Pacific Gas and Electric (PG&E),US69331C1080,United States of America,North America,Electric Utilities,6,3,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,,Yes,,,,,
Pacific Seafood Group,,United States of America,North America,Food & Beverage,0.5,0,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,Yes
Palantir,US69608A1088,United States of America,North America,Software & IT Services,1,0,0,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Parlevliet & Van der Plas,,Netherlands,Europe & Central Asia,Food & Beverage,1.5,1,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,Yes
PayPal,US70450Y1038,United States of America,North America,Consumer Finance,9,6,1.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,Yes,,,Yes,,,,,,,
PBF Energy,US69318G1067,United States of America,North America,Oil and Gas,3.5,1.5,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
PCCW,HK0008011667,Hong Kong,East Asia & Pacific,Telecommunication Services,5.5,3,1,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
People's Food Holdings,BMG7000R1088,China,East Asia & Pacific,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
PepsiCo,US7134481081,United States of America,North America,Food & Beverage,14,9.5,2.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,
Perdue Farms,,United States of America,North America,Food & Beverage,2.5,2,0.5,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Perfetti van Melle,,Italy,Europe & Central Asia,Food & Beverage,4.5,2,0.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Pernod Ricard,FR0000120693,France,Europe & Central Asia,Food & Beverage,10,5.5,2,2.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,Yes,,
Pertamina,,Indonesia,East Asia & Pacific,Oil and Gas,7.5,3.5,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,Yes,,,,,,
Perusahaan Listrik Negara (PLN),,Indonesia,East Asia & Pacific,Electric Utilities,4,2,1.5,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,,,,Yes,,,Yes,,,,,
Petroecuador,,Ecuador,Latin America & Caribbean,Oil and Gas,2,2,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Petroleo Brasileiro (Petrobras),BRPETRACNPR6,Brazil,Latin America & Caribbean,Oil and Gas,13.5,9.5,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,Yes,,
Petroleos de Venezuela (PDVSA),VEV000571001,Venezuela,Latin America & Caribbean,Oil and Gas,0,0,0,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Petroleos Mexicanos (Pemex),,Mexico,Latin America & Caribbean,Oil and Gas,5.5,3.5,0.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Petroleum Development Oman,,Oman,Middle East & North Africa,Oil and Gas,2.5,0,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
Petroliam Nasional Bhd (PETRONAS),,Malaysia,East Asia & Pacific,Oil and Gas,8.5,5.5,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
PetroSA,,South Africa,Sub-Saharan Africa,Oil and Gas,4.5,2,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Phillips 66,US7185461040,United States of America,North America,Oil and Gas,5,2,1.5,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes - CHRB,,Yes,,Yes,,Yes,,,,Yes,,
Phosagro,RU000A0JRKT8,Russian Federation,Europe & Central Asia,Agricultural Products,5.5,3.5,0.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
PHW Group,,Germany,Europe & Central Asia,Food & Beverage,1.5,0.5,0.5,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Pick N Pay Group,ZAE000005443,South Africa,Sub-Saharan Africa,Retail,3.5,1,1.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,,,,,,,
Pinduoduo,US7223041028,China,East Asia & Pacific,E-commerce,1.5,0,0.5,1,Digital Inclusion,30/09/2018 - 30/09/2021,,,,,,Yes,,,,,,,
Pioneer Natural Resources,US7237871071,United States of America,North America,Oil and Gas,4.5,1,1.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,,,,,,
PLDT,PHY7072Q1032,Philippines,East Asia & Pacific,Telecommunication Services,2,0,1,1,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Polski Koncern Naftowy Orlen (PKN Orlen),PLPKN0000018,Poland,Europe & Central Asia,Oil and Gas,3,0,2,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,,,
Post Holdings,US7374461041,United States of America,North America,Food & Beverage,5.5,3.5,0.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Proximus,BE0003810273,Belgium,Europe & Central Asia,Telecommunication Services,6,2,2.5,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,,,,,,,
PTT,TH0646010Z00,Thailand,East Asia & Pacific,Oil and Gas,13,9.5,1.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes - CHRB,Yes,,,Yes,,Yes,,,,Yes,,
Publix Super Markets,,United States of America,North America,Retail,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Qatar Petroleum,,Qatar,Middle East & North Africa,Oil and Gas,5.5,3,1,1.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Qualcomm,US7475251036,United States of America,North America,Semiconductors,7.5,4,1.5,2,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,,
Rakuten,JP3967200001,Japan,East Asia & Pacific,E-commerce,10.5,7.5,1,2,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,,,,,,,
RCL Foods,ZAE000179438,South Africa,Sub-Saharan Africa,Food & Beverage,1.5,0,1,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
RED CHAMBER,,United States of America,North America,Food & Beverage,0,0,0,0,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,Yes
Reliance Industries,INE002A01018,India,South Asia,Oil and Gas,3,1,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,Yes,,,,,
Reliance Retail,,India,South Asia,Retail,4.5,2,1,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Renault,FR0000131906,France,Europe & Central Asia,Automotive,12,8,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,Yes,,
Repsol,ES0173516115,Spain,Europe & Central Asia,Oil and Gas,14,9.5,2.5,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,Yes,,,,Yes,,
Restaurant Brands International,CA76131D1033,Canada,North America,Retail,4,2,0.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,Yes,,Yes,,,Yes,,,,,,
Rewe Group,,Germany,Europe & Central Asia,Retail,11.5,8.5,2.5,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Reyes Holdings,,United States of America,North America,Retail,0.5,0,0,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,,,,,,,
Rogers,CA7751092007,Canada,North America,Telecommunication Services,4.5,2,2,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,,Yes,,,,Yes,,,,,,,
Roquette,,France,Europe & Central Asia,Food & Beverage,7.5,4,1.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Rosneft,RU000A0J2Q06,Russian Federation,Europe & Central Asia,Oil and Gas,9,4,2,3,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,Yes,,,,Yes,,
Royal Dutch Shell,GB00B03MLX29,Netherlands,Europe & Central Asia,Oil and Gas,13,8,1.5,3.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,,,,Yes,,
RWE,DE0007037129,Germany,Europe & Central Asia,Electric Utilities,8,4,2,2,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes,Yes,,,Yes,,,Yes,,,,,
Safaricom,KE1000001402,Kenya,Sub-Saharan Africa,Telecommunication Services,4,2,1.5,0.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
SAIC Motor,CNE000000TY6,China,East Asia & Pacific,Automotive,0.5,0,0.5,0,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,,,,,Yes,,
Sainsbury's,GB00B019KW72,United Kingdom,Europe & Central Asia,Retail,10,8,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Salesforce,US79466L3024,United States of America,North America,Software & IT Services,6.5,3,2,1.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,Yes,,,Yes,,,,,,,
Salling Group,,Denmark,Europe & Central Asia,Retail,6,2.5,1.5,2,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
Samsung,KR7005930003,Korea (Rep.),East Asia & Pacific,Hardware,13,7.5,3,2.5,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,,,,,Yes,Yes,,,,Yes,,
San Miguel,PHY7510J1668,Philippines,East Asia & Pacific,Food & Beverage,5,3,0.5,1.5,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,,,,,,,
Sanderson Farms,US8000131040,United States of America,North America,Food & Beverage,8.5,6,1.5,1,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Santos,AU000000STO6,Australia,East Asia & Pacific,Oil and Gas,5.5,3,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,Yes,,,,,,
SAP,DE0007164600,Germany,Europe & Central Asia,Software & IT Services,7.5,4,1.5,2,Digital Inclusion,30/09/2018 - 30/09/2021,Yes,Yes,,,,Yes,,,,,,,
Saputo,CA8029121057,Canada,North America,Food & Beverage,4,1,2,1,Food and Agriculture,31/05/2018 - 31/05/2021,Yes,,,Yes,,,Yes,,,,,,
Saras,IT0000433307,Italy,Europe & Central Asia,Oil and Gas,3.5,1,1.5,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,,Yes,,,,,,
Sasol,ZAE000006896,South Africa,Sub-Saharan Africa,Oil and Gas,8.5,4,2,2.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,Yes - CHRB,Yes,,,Yes,,Yes,,,,Yes,,
Saudi Aramco (SABIC),SA14TG012N13,Saudi Arabia,Middle East & North Africa,Oil and Gas,2,0,1,1,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,Yes,,,Yes,,,,,,Yes,,
Saudi Electricity Company (SEC),SA0007879550,Saudi Arabia,Middle East & North Africa,Electric Utilities,4.5,3,1,0.5,Decarbonisation and Energy,31/08/2018 - 31/08/2021,,,,,Yes,Yes,Yes,Yes,,,,,
Savencia,FR0000120107,France,Europe & Central Asia,Food & Beverage,5,3,1,1,Food and Agriculture,31/05/2018 - 31/05/2021,,Yes,,Yes,,,Yes,,,,,,
Savola Group,SA0007879162,Saudi Arabia,Middle East & North Africa,Food & Beverage,4.5,3,1,0.5,Food and Agriculture,31/05/2018 - 31/05/2021,,,,Yes,,,Yes,,,,,,
